id,value,cat
16179,8089.5,b
16180,8090.0,a
16181,8090.5,b
16182,8091.0,a
16183,8091.5,b
16184,8092.0,a
16185,8092.5,b
16186,8093.0,a
16187,8093.5,b
16188,8094.0,a
16189,8094.5,b
16190,8095.0,a
16191,8095.5,b
16192,8096.0,a
16193,8096.5,b
16194,8097.0,a
16195,8097.5,b
16196,8098.0,a
16197,8098.5,b
16198,8099.0,a
16199,8099.5,b
16200,8100.0,a
16201,8100.5,b
16202,8101.0,a
16203,8101.5,b
16204,8102.0,a
16205,8102.5,b
16206,8103.0,a
16207,8103.5,b
16208,8104.0,a
16209,8104.5,b
16210,8105.0,a
16211,8105.5,b
16212,8106.0,a
16213,8106.5,b
16214,8107.0,a
16215,8107.5,b
16216,8108.0,a
16217,8108.5,b
16218,8109.0,a
16219,8109.5,b
16220,8110.0,a
16221,8110.5,b
16222,8111.0,a
16223,8111.5,b
16224,8112.0,a
16225,8112.5,b
16226,8113.0,a
16227,8113.5,b
16228,8114.0,a
16229,8114.5,b
16230,8115.0,a
16231,8115.5,b
16232,8116.0,a
16233,8116.5,b
16234,8117.0,a
16235,8117.5,b
16236,8118.0,a
16237,8118.5,b
16238,8119.0,a
16239,8119.5,b
16240,8120.0,a
16241,8120.5,b
16242,8121.0,a
16243,8121.5,b
16244,8122.0,a
16245,8122.5,b
16246,8123.0,a
16247,8123.5,b
16248,8124.0,a
16249,8124.5,b
16250,8125.0,a
16251,8125.5,b
16252,8126.0,a
16253,8126.5,b
16254,8127.0,a
16255,8127.5,b
16256,8128.0,a
16257,8128.5,b
16258,8129.0,a
16259,8129.5,b
16260,8130.0,a
16261,8130.5,b
16262,8131.0,a
16263,8131.5,b
16264,8132.0,a
16265,8132.5,b
16266,8133.0,a
16267,8133.5,b
16268,8134.0,a
16269,8134.5,b
16270,8135.0,a
16271,8135.5,b
16272,8136.0,a
16273,8136.5,b
16274,8137.0,a
16275,8137.5,b
16276,8138.0,a
16277,8138.5,b
16278,8139.0,a
16279,8139.5,b
16280,8140.0,a
16281,8140.5,b
16282,8141.0,a
16283,8141.5,b
16284,8142.0,a
16285,8142.5,b
16286,8143.0,a
16287,8143.5,b
16288,8144.0,a
16289,8144.5,b
16290,8145.0,a
16291,8145.5,b
16292,8146.0,a
16293,8146.5,b
16294,8147.0,a
16295,8147.5,b
16296,8148.0,a
16297,8148.5,b
16298,8149.0,a
16299,8149.5,b
16300,8150.0,a
16301,8150.5,b
16302,8151.0,a
16303,8151.5,b
16304,8152.0,a
16305,8152.5,b
16306,8153.0,a
16307,8153.5,b
16308,8154.0,a
16309,8154.5,b
16310,8155.0,a
16311,8155.5,b
16312,8156.0,a
16313,8156.5,b
16314,8157.0,a
16315,8157.5,b
16316,8158.0,a
16317,8158.5,b
16318,8159.0,a
16319,8159.5,b
16320,8160.0,a
16321,8160.5,b
16322,8161.0,a
16323,8161.5,b
16324,8162.0,a
16325,8162.5,b
16326,8163.0,a
16327,8163.5,b
16328,8164.0,a
16329,8164.5,b
16330,8165.0,a
16331,8165.5,b
16332,8166.0,a
16333,8166.5,b
16334,8167.0,a
16335,8167.5,b
16336,8168.0,a
16337,8168.5,b
16338,8169.0,a
16339,8169.5,b
16340,8170.0,a
16341,8170.5,b
16342,8171.0,a
16343,8171.5,b
16344,8172.0,a
16345,8172.5,b
16346,8173.0,a
16347,8173.5,b
16348,8174.0,a
16349,8174.5,b
16350,8175.0,a
16351,8175.5,b
16352,8176.0,a
16353,8176.5,b
16354,8177.0,a
16355,8177.5,b
16356,8178.0,a
16357,8178.5,b
16358,8179.0,a
16359,8179.5,b
16360,8180.0,a
16361,8180.5,b
16362,8181.0,a
16363,8181.5,b
16364,8182.0,a
16365,8182.5,b
16366,8183.0,a
16367,8183.5,b
16368,8184.0,a
16369,8184.5,b
16370,8185.0,a
16371,8185.5,b
16372,8186.0,a
16373,8186.5,b
16374,8187.0,a
16375,8187.5,b
16376,8188.0,a
16377,8188.5,b
16378,8189.0,a
16379,8189.5,b
16380,8190.0,a
16381,8190.5,b
16382,8191.0,a
16383,8191.5,b
16384,8192.0,a
16385,8192.5,b
16386,8193.0,a
16387,8193.5,b
16388,8194.0,a
16389,8194.5,b
16390,8195.0,a
16391,8195.5,b
16392,8196.0,a
16393,8196.5,b
16394,8197.0,a
16395,8197.5,b
16396,8198.0,a
16397,8198.5,b
16398,8199.0,a
16399,8199.5,b
16400,8200.0,a
16401,8200.5,b
16402,8201.0,a
16403,8201.5,b
16404,8202.0,a
16405,8202.5,b
16406,8203.0,a
16407,8203.5,b
16408,8204.0,a
16409,8204.5,b
16410,8205.0,a
16411,8205.5,b
16412,8206.0,a
16413,8206.5,b
16414,8207.0,a
16415,8207.5,b
16416,8208.0,a
16417,8208.5,b
16418,8209.0,a
16419,8209.5,b
16420,8210.0,a
16421,8210.5,b
16422,8211.0,a
16423,8211.5,b
16424,8212.0,a
16425,8212.5,b
16426,8213.0,a
16427,8213.5,b
16428,8214.0,a
16429,8214.5,b
16430,8215.0,a
16431,8215.5,b
16432,8216.0,a
16433,8216.5,b
16434,8217.0,a
16435,8217.5,b
16436,8218.0,a
16437,8218.5,b
16438,8219.0,a
16439,8219.5,b
16440,8220.0,a
16441,8220.5,b
16442,8221.0,a
16443,8221.5,b
16444,8222.0,a
16445,8222.5,b
16446,8223.0,a
16447,8223.5,b
16448,8224.0,a
16449,8224.5,b
16450,8225.0,a
16451,8225.5,b
16452,8226.0,a
16453,8226.5,b
16454,8227.0,a
16455,8227.5,b
16456,8228.0,a
16457,8228.5,b
16458,8229.0,a
16459,8229.5,b
16460,8230.0,a
16461,8230.5,b
16462,8231.0,a
16463,8231.5,b
16464,8232.0,a
16465,8232.5,b
16466,8233.0,a
16467,8233.5,b
16468,8234.0,a
16469,8234.5,b
16470,8235.0,a
16471,8235.5,b
16472,8236.0,a
16473,8236.5,b
16474,8237.0,a
16475,8237.5,b
16476,8238.0,a
16477,8238.5,b
16478,8239.0,a
16479,8239.5,b
16480,8240.0,a
16481,8240.5,b
16482,8241.0,a
16483,8241.5,b
16484,8242.0,a
16485,8242.5,b
16486,8243.0,a
16487,8243.5,b
16488,8244.0,a
16489,8244.5,b
16490,8245.0,a
16491,8245.5,b
16492,8246.0,a
16493,8246.5,b
16494,8247.0,a
16495,8247.5,b
16496,8248.0,a
16497,8248.5,b
16498,8249.0,a
16499,8249.5,b
16500,8250.0,a
16501,8250.5,b
16502,8251.0,a
16503,8251.5,b
16504,8252.0,a
16505,8252.5,b
16506,8253.0,a
16507,8253.5,b
16508,8254.0,a
16509,8254.5,b
16510,8255.0,a
16511,8255.5,b
16512,8256.0,a
16513,8256.5,b
16514,8257.0,a
16515,8257.5,b
16516,8258.0,a
16517,8258.5,b
16518,8259.0,a
16519,8259.5,b
16520,8260.0,a
16521,8260.5,b
16522,8261.0,a
16523,8261.5,b
16524,8262.0,a
16525,8262.5,b
16526,8263.0,a
16527,8263.5,b
16528,8264.0,a
16529,8264.5,b
16530,8265.0,a
16531,8265.5,b
16532,8266.0,a
16533,8266.5,b
16534,8267.0,a
16535,8267.5,b
16536,8268.0,a
16537,8268.5,b
16538,8269.0,a
16539,8269.5,b
16540,8270.0,a
16541,8270.5,b
16542,8271.0,a
16543,8271.5,b
16544,8272.0,a
16545,8272.5,b
16546,8273.0,a
16547,8273.5,b
16548,8274.0,a
16549,8274.5,b
16550,8275.0,a
16551,8275.5,b
16552,8276.0,a
16553,8276.5,b
16554,8277.0,a
16555,8277.5,b
16556,8278.0,a
16557,8278.5,b
16558,8279.0,a
16559,8279.5,b
16560,8280.0,a
16561,8280.5,b
16562,8281.0,a
16563,8281.5,b
16564,8282.0,a
16565,8282.5,b
16566,8283.0,a
16567,8283.5,b
16568,8284.0,a
16569,8284.5,b
16570,8285.0,a
16571,8285.5,b
16572,8286.0,a
16573,8286.5,b
16574,8287.0,a
16575,8287.5,b
16576,8288.0,a
16577,8288.5,b
16578,8289.0,a
16579,8289.5,b
16580,8290.0,a
16581,8290.5,b
16582,8291.0,a
16583,8291.5,b
16584,8292.0,a
16585,8292.5,b
16586,8293.0,a
16587,8293.5,b
16588,8294.0,a
16589,8294.5,b
16590,8295.0,a
16591,8295.5,b
16592,8296.0,a
16593,8296.5,b
16594,8297.0,a
16595,8297.5,b
16596,8298.0,a
16597,8298.5,b
16598,8299.0,a
16599,8299.5,b
16600,8300.0,a
16601,8300.5,b
16602,8301.0,a
16603,8301.5,b
16604,8302.0,a
16605,8302.5,b
16606,8303.0,a
16607,8303.5,b
16608,8304.0,a
16609,8304.5,b
16610,8305.0,a
16611,8305.5,b
16612,8306.0,a
16613,8306.5,b
16614,8307.0,a
16615,8307.5,b
16616,8308.0,a
16617,8308.5,b
16618,8309.0,a
16619,8309.5,b
16620,8310.0,a
16621,8310.5,b
16622,8311.0,a
16623,8311.5,b
16624,8312.0,a
16625,8312.5,b
16626,8313.0,a
16627,8313.5,b
16628,8314.0,a
16629,8314.5,b
16630,8315.0,a
16631,8315.5,b
16632,8316.0,a
16633,8316.5,b
16634,8317.0,a
16635,8317.5,b
16636,8318.0,a
16637,8318.5,b
16638,8319.0,a
16639,8319.5,b
16640,8320.0,a
16641,8320.5,b
16642,8321.0,a
16643,8321.5,b
16644,8322.0,a
16645,8322.5,b
16646,8323.0,a
16647,8323.5,b
16648,8324.0,a
16649,8324.5,b
16650,8325.0,a
16651,8325.5,b
16652,8326.0,a
16653,8326.5,b
16654,8327.0,a
16655,8327.5,b
16656,8328.0,a
16657,8328.5,b
16658,8329.0,a
16659,8329.5,b
16660,8330.0,a
16661,8330.5,b
16662,8331.0,a
16663,8331.5,b
16664,8332.0,a
16665,8332.5,b
16666,8333.0,a
16667,8333.5,b
16668,8334.0,a
16669,8334.5,b
16670,8335.0,a
16671,8335.5,b
16672,8336.0,a
16673,8336.5,b
16674,8337.0,a
16675,8337.5,b
16676,8338.0,a
16677,8338.5,b
16678,8339.0,a
16679,8339.5,b
16680,8340.0,a
16681,8340.5,b
16682,8341.0,a
16683,8341.5,b
16684,8342.0,a
16685,8342.5,b
16686,8343.0,a
16687,8343.5,b
16688,8344.0,a
16689,8344.5,b
16690,8345.0,a
16691,8345.5,b
16692,8346.0,a
16693,8346.5,b
16694,8347.0,a
16695,8347.5,b
16696,8348.0,a
16697,8348.5,b
16698,8349.0,a
16699,8349.5,b
16700,8350.0,a
16701,8350.5,b
16702,8351.0,a
16703,8351.5,b
16704,8352.0,a
16705,8352.5,b
16706,8353.0,a
16707,8353.5,b
16708,8354.0,a
16709,8354.5,b
16710,8355.0,a
16711,8355.5,b
16712,8356.0,a
16713,8356.5,b
16714,8357.0,a
16715,8357.5,b
16716,8358.0,a
16717,8358.5,b
16718,8359.0,a
16719,8359.5,b
16720,8360.0,a
16721,8360.5,b
16722,8361.0,a
16723,8361.5,b
16724,8362.0,a
16725,8362.5,b
16726,8363.0,a
16727,8363.5,b
16728,8364.0,a
16729,8364.5,b
16730,8365.0,a
16731,8365.5,b
16732,8366.0,a
16733,8366.5,b
16734,8367.0,a
16735,8367.5,b
16736,8368.0,a
16737,8368.5,b
16738,8369.0,a
16739,8369.5,b
16740,8370.0,a
16741,8370.5,b
16742,8371.0,a
16743,8371.5,b
16744,8372.0,a
16745,8372.5,b
16746,8373.0,a
16747,8373.5,b
16748,8374.0,a
16749,8374.5,b
16750,8375.0,a
16751,8375.5,b
16752,8376.0,a
16753,8376.5,b
16754,8377.0,a
16755,8377.5,b
16756,8378.0,a
16757,8378.5,b
16758,8379.0,a
16759,8379.5,b
16760,8380.0,a
16761,8380.5,b
16762,8381.0,a
16763,8381.5,b
16764,8382.0,a
16765,8382.5,b
16766,8383.0,a
16767,8383.5,b
16768,8384.0,a
16769,8384.5,b
16770,8385.0,a
16771,8385.5,b
16772,8386.0,a
16773,8386.5,b
16774,8387.0,a
16775,8387.5,b
16776,8388.0,a
16777,8388.5,b
16778,8389.0,a
16779,8389.5,b
16780,8390.0,a
16781,8390.5,b
16782,8391.0,a
16783,8391.5,b
16784,8392.0,a
16785,8392.5,b
16786,8393.0,a
16787,8393.5,b
16788,8394.0,a
16789,8394.5,b
16790,8395.0,a
16791,8395.5,b
16792,8396.0,a
16793,8396.5,b
16794,8397.0,a
16795,8397.5,b
16796,8398.0,a
16797,8398.5,b
16798,8399.0,a
16799,8399.5,b
16800,8400.0,a
16801,8400.5,b
16802,8401.0,a
16803,8401.5,b
16804,8402.0,a
16805,8402.5,b
16806,8403.0,a
16807,8403.5,b
16808,8404.0,a
16809,8404.5,b
16810,8405.0,a
16811,8405.5,b
16812,8406.0,a
16813,8406.5,b
16814,8407.0,a
16815,8407.5,b
16816,8408.0,a
16817,8408.5,b
16818,8409.0,a
16819,8409.5,b
16820,8410.0,a
16821,8410.5,b
16822,8411.0,a
16823,8411.5,b
16824,8412.0,a
16825,8412.5,b
16826,8413.0,a
16827,8413.5,b
16828,8414.0,a
16829,8414.5,b
16830,8415.0,a
16831,8415.5,b
16832,8416.0,a
16833,8416.5,b
16834,8417.0,a
16835,8417.5,b
16836,8418.0,a
16837,8418.5,b
16838,8419.0,a
16839,8419.5,b
16840,8420.0,a
16841,8420.5,b
16842,8421.0,a
16843,8421.5,b
16844,8422.0,a
16845,8422.5,b
16846,8423.0,a
16847,8423.5,b
16848,8424.0,a
16849,8424.5,b
16850,8425.0,a
16851,8425.5,b
16852,8426.0,a
16853,8426.5,b
16854,8427.0,a
16855,8427.5,b
16856,8428.0,a
16857,8428.5,b
16858,8429.0,a
16859,8429.5,b
16860,8430.0,a
16861,8430.5,b
16862,8431.0,a
16863,8431.5,b
16864,8432.0,a
16865,8432.5,b
16866,8433.0,a
16867,8433.5,b
16868,8434.0,a
16869,8434.5,b
16870,8435.0,a
16871,8435.5,b
16872,8436.0,a
16873,8436.5,b
16874,8437.0,a
16875,8437.5,b
16876,8438.0,a
16877,8438.5,b
16878,8439.0,a
16879,8439.5,b
16880,8440.0,a
16881,8440.5,b
16882,8441.0,a
16883,8441.5,b
16884,8442.0,a
16885,8442.5,b
16886,8443.0,a
16887,8443.5,b
16888,8444.0,a
16889,8444.5,b
16890,8445.0,a
16891,8445.5,b
16892,8446.0,a
16893,8446.5,b
16894,8447.0,a
16895,8447.5,b
16896,8448.0,a
16897,8448.5,b
16898,8449.0,a
16899,8449.5,b
16900,8450.0,a
16901,8450.5,b
16902,8451.0,a
16903,8451.5,b
16904,8452.0,a
16905,8452.5,b
16906,8453.0,a
16907,8453.5,b
16908,8454.0,a
16909,8454.5,b
16910,8455.0,a
16911,8455.5,b
16912,8456.0,a
16913,8456.5,b
16914,8457.0,a
16915,8457.5,b
16916,8458.0,a
16917,8458.5,b
16918,8459.0,a
16919,8459.5,b
16920,8460.0,a
16921,8460.5,b
16922,8461.0,a
16923,8461.5,b
16924,8462.0,a
16925,8462.5,b
16926,8463.0,a
16927,8463.5,b
16928,8464.0,a
16929,8464.5,b
16930,8465.0,a
16931,8465.5,b
16932,8466.0,a
16933,8466.5,b
16934,8467.0,a
16935,8467.5,b
16936,8468.0,a
16937,8468.5,b
16938,8469.0,a
16939,8469.5,b
16940,8470.0,a
16941,8470.5,b
16942,8471.0,a
16943,8471.5,b
16944,8472.0,a
16945,8472.5,b
16946,8473.0,a
16947,8473.5,b
16948,8474.0,a
16949,8474.5,b
16950,8475.0,a
16951,8475.5,b
16952,8476.0,a
16953,8476.5,b
16954,8477.0,a
16955,8477.5,b
16956,8478.0,a
16957,8478.5,b
16958,8479.0,a
16959,8479.5,b
16960,8480.0,a
16961,8480.5,b
16962,8481.0,a
16963,8481.5,b
16964,8482.0,a
16965,8482.5,b
16966,8483.0,a
16967,8483.5,b
16968,8484.0,a
16969,8484.5,b
16970,8485.0,a
16971,8485.5,b
16972,8486.0,a
16973,8486.5,b
16974,8487.0,a
16975,8487.5,b
16976,8488.0,a
16977,8488.5,b
16978,8489.0,a
16979,8489.5,b
16980,8490.0,a
16981,8490.5,b
16982,8491.0,a
16983,8491.5,b
16984,8492.0,a
16985,8492.5,b
16986,8493.0,a
16987,8493.5,b
16988,8494.0,a
16989,8494.5,b
16990,8495.0,a
16991,8495.5,b
16992,8496.0,a
16993,8496.5,b
16994,8497.0,a
16995,8497.5,b
16996,8498.0,a
16997,8498.5,b
16998,8499.0,a
16999,8499.5,b
17000,8500.0,a
17001,8500.5,b
17002,8501.0,a
17003,8501.5,b
17004,8502.0,a
17005,8502.5,b
17006,8503.0,a
17007,8503.5,b
17008,8504.0,a
17009,8504.5,b
17010,8505.0,a
17011,8505.5,b
17012,8506.0,a
17013,8506.5,b
17014,8507.0,a
17015,8507.5,b
17016,8508.0,a
17017,8508.5,b
17018,8509.0,a
17019,8509.5,b
17020,8510.0,a
17021,8510.5,b
17022,8511.0,a
17023,8511.5,b
17024,8512.0,a
17025,8512.5,b
17026,8513.0,a
17027,8513.5,b
17028,8514.0,a
17029,8514.5,b
17030,8515.0,a
17031,8515.5,b
17032,8516.0,a
17033,8516.5,b
17034,8517.0,a
17035,8517.5,b
17036,8518.0,a
17037,8518.5,b
17038,8519.0,a
17039,8519.5,b
17040,8520.0,a
17041,8520.5,b
17042,8521.0,a
17043,8521.5,b
17044,8522.0,a
17045,8522.5,b
17046,8523.0,a
17047,8523.5,b
17048,8524.0,a
17049,8524.5,b
17050,8525.0,a
17051,8525.5,b
17052,8526.0,a
17053,8526.5,b
17054,8527.0,a
17055,8527.5,b
17056,8528.0,a
17057,8528.5,b
17058,8529.0,a
17059,8529.5,b
17060,8530.0,a
17061,8530.5,b
17062,8531.0,a
17063,8531.5,b
17064,8532.0,a
17065,8532.5,b
17066,8533.0,a
17067,8533.5,b
17068,8534.0,a
17069,8534.5,b
17070,8535.0,a
17071,8535.5,b
17072,8536.0,a
17073,8536.5,b
17074,8537.0,a
17075,8537.5,b
17076,8538.0,a
17077,8538.5,b
17078,8539.0,a
17079,8539.5,b
17080,8540.0,a
17081,8540.5,b
17082,8541.0,a
17083,8541.5,b
17084,8542.0,a
17085,8542.5,b
17086,8543.0,a
17087,8543.5,b
17088,8544.0,a
17089,8544.5,b
17090,8545.0,a
17091,8545.5,b
17092,8546.0,a
17093,8546.5,b
17094,8547.0,a
17095,8547.5,b
17096,8548.0,a
17097,8548.5,b
17098,8549.0,a
17099,8549.5,b
17100,8550.0,a
17101,8550.5,b
17102,8551.0,a
17103,8551.5,b
17104,8552.0,a
17105,8552.5,b
17106,8553.0,a
17107,8553.5,b
17108,8554.0,a
17109,8554.5,b
17110,8555.0,a
17111,8555.5,b
17112,8556.0,a
17113,8556.5,b
17114,8557.0,a
17115,8557.5,b
17116,8558.0,a
17117,8558.5,b
17118,8559.0,a
17119,8559.5,b
17120,8560.0,a
17121,8560.5,b
17122,8561.0,a
17123,8561.5,b
17124,8562.0,a
17125,8562.5,b
17126,8563.0,a
17127,8563.5,b
17128,8564.0,a
17129,8564.5,b
17130,8565.0,a
17131,8565.5,b
17132,8566.0,a
17133,8566.5,b
17134,8567.0,a
17135,8567.5,b
17136,8568.0,a
17137,8568.5,b
17138,8569.0,a
17139,8569.5,b
17140,8570.0,a
17141,8570.5,b
17142,8571.0,a
17143,8571.5,b
17144,8572.0,a
17145,8572.5,b
17146,8573.0,a
17147,8573.5,b
17148,8574.0,a
17149,8574.5,b
17150,8575.0,a
17151,8575.5,b
17152,8576.0,a
17153,8576.5,b
17154,8577.0,a
17155,8577.5,b
17156,8578.0,a
17157,8578.5,b
17158,8579.0,a
17159,8579.5,b
17160,8580.0,a
17161,8580.5,b
17162,8581.0,a
17163,8581.5,b
17164,8582.0,a
17165,8582.5,b
17166,8583.0,a
17167,8583.5,b
17168,8584.0,a
17169,8584.5,b
17170,8585.0,a
17171,8585.5,b
17172,8586.0,a
17173,8586.5,b
17174,8587.0,a
17175,8587.5,b
17176,8588.0,a
17177,8588.5,b
17178,8589.0,a
17179,8589.5,b
17180,8590.0,a
17181,8590.5,b
17182,8591.0,a
17183,8591.5,b
17184,8592.0,a
17185,8592.5,b
17186,8593.0,a
17187,8593.5,b
17188,8594.0,a
17189,8594.5,b
17190,8595.0,a
17191,8595.5,b
17192,8596.0,a
17193,8596.5,b
17194,8597.0,a
17195,8597.5,b
17196,8598.0,a
17197,8598.5,b
17198,8599.0,a
17199,8599.5,b
17200,8600.0,a
17201,8600.5,b
17202,8601.0,a
17203,8601.5,b
17204,8602.0,a
17205,8602.5,b
17206,8603.0,a
17207,8603.5,b
17208,8604.0,a
17209,8604.5,b
17210,8605.0,a
17211,8605.5,b
17212,8606.0,a
17213,8606.5,b
17214,8607.0,a
17215,8607.5,b
17216,8608.0,a
17217,8608.5,b
17218,8609.0,a
17219,8609.5,b
17220,8610.0,a
17221,8610.5,b
17222,8611.0,a
17223,8611.5,b
17224,8612.0,a
17225,8612.5,b
17226,8613.0,a
17227,8613.5,b
17228,8614.0,a
17229,8614.5,b
17230,8615.0,a
17231,8615.5,b
17232,8616.0,a
17233,8616.5,b
17234,8617.0,a
17235,8617.5,b
17236,8618.0,a
17237,8618.5,b
17238,8619.0,a
17239,8619.5,b
17240,8620.0,a
17241,8620.5,b
17242,8621.0,a
17243,8621.5,b
17244,8622.0,a
17245,8622.5,b
17246,8623.0,a
17247,8623.5,b
17248,8624.0,a
17249,8624.5,b
17250,8625.0,a
17251,8625.5,b
17252,8626.0,a
17253,8626.5,b
17254,8627.0,a
17255,8627.5,b
17256,8628.0,a
17257,8628.5,b
17258,8629.0,a
17259,8629.5,b
17260,8630.0,a
17261,8630.5,b
17262,8631.0,a
17263,8631.5,b
17264,8632.0,a
17265,8632.5,b
17266,8633.0,a
17267,8633.5,b
17268,8634.0,a
17269,8634.5,b
17270,8635.0,a
17271,8635.5,b
17272,8636.0,a
17273,8636.5,b
17274,8637.0,a
17275,8637.5,b
17276,8638.0,a
17277,8638.5,b
17278,8639.0,a
17279,8639.5,b
17280,8640.0,a
17281,8640.5,b
17282,8641.0,a
17283,8641.5,b
17284,8642.0,a
17285,8642.5,b
17286,8643.0,a
17287,8643.5,b
17288,8644.0,a
17289,8644.5,b
17290,8645.0,a
17291,8645.5,b
17292,8646.0,a
17293,8646.5,b
17294,8647.0,a
17295,8647.5,b
17296,8648.0,a
17297,8648.5,b
17298,8649.0,a
17299,8649.5,b
17300,8650.0,a
17301,8650.5,b
17302,8651.0,a
17303,8651.5,b
17304,8652.0,a
17305,8652.5,b
17306,8653.0,a
17307,8653.5,b
17308,8654.0,a
17309,8654.5,b
17310,8655.0,a
17311,8655.5,b
17312,8656.0,a
17313,8656.5,b
17314,8657.0,a
17315,8657.5,b
17316,8658.0,a
17317,8658.5,b
17318,8659.0,a
17319,8659.5,b
17320,8660.0,a
17321,8660.5,b
17322,8661.0,a
17323,8661.5,b
17324,8662.0,a
17325,8662.5,b
17326,8663.0,a
17327,8663.5,b
17328,8664.0,a
17329,8664.5,b
17330,8665.0,a
17331,8665.5,b
17332,8666.0,a
17333,8666.5,b
17334,8667.0,a
17335,8667.5,b
17336,8668.0,a
17337,8668.5,b
17338,8669.0,a
17339,8669.5,b
17340,8670.0,a
17341,8670.5,b
17342,8671.0,a
17343,8671.5,b
17344,8672.0,a
17345,8672.5,b
17346,8673.0,a
17347,8673.5,b
17348,8674.0,a
17349,8674.5,b
17350,8675.0,a
17351,8675.5,b
17352,8676.0,a
17353,8676.5,b
17354,8677.0,a
17355,8677.5,b
17356,8678.0,a
17357,8678.5,b
17358,8679.0,a
17359,8679.5,b
17360,8680.0,a
17361,8680.5,b
17362,8681.0,a
17363,8681.5,b
17364,8682.0,a
17365,8682.5,b
17366,8683.0,a
17367,8683.5,b
17368,8684.0,a
17369,8684.5,b
17370,8685.0,a
17371,8685.5,b
17372,8686.0,a
17373,8686.5,b
17374,8687.0,a
17375,8687.5,b
17376,8688.0,a
17377,8688.5,b
17378,8689.0,a
17379,8689.5,b
17380,8690.0,a
17381,8690.5,b
17382,8691.0,a
17383,8691.5,b
17384,8692.0,a
17385,8692.5,b
17386,8693.0,a
17387,8693.5,b
17388,8694.0,a
17389,8694.5,b
17390,8695.0,a
17391,8695.5,b
17392,8696.0,a
17393,8696.5,b
17394,8697.0,a
17395,8697.5,b
17396,8698.0,a
17397,8698.5,b
17398,8699.0,a
17399,8699.5,b
17400,8700.0,a
17401,8700.5,b
17402,8701.0,a
17403,8701.5,b
17404,8702.0,a
17405,8702.5,b
17406,8703.0,a
17407,8703.5,b
17408,8704.0,a
17409,8704.5,b
17410,8705.0,a
17411,8705.5,b
17412,8706.0,a
17413,8706.5,b
17414,8707.0,a
17415,8707.5,b
17416,8708.0,a
17417,8708.5,b
17418,8709.0,a
17419,8709.5,b
17420,8710.0,a
17421,8710.5,b
17422,8711.0,a
17423,8711.5,b
17424,8712.0,a
17425,8712.5,b
17426,8713.0,a
17427,8713.5,b
17428,8714.0,a
17429,8714.5,b
17430,8715.0,a
17431,8715.5,b
17432,8716.0,a
17433,8716.5,b
17434,8717.0,a
17435,8717.5,b
17436,8718.0,a
17437,8718.5,b
17438,8719.0,a
17439,8719.5,b
17440,8720.0,a
17441,8720.5,b
17442,8721.0,a
17443,8721.5,b
17444,8722.0,a
17445,8722.5,b
17446,8723.0,a
17447,8723.5,b
17448,8724.0,a
17449,8724.5,b
17450,8725.0,a
17451,8725.5,b
17452,8726.0,a
17453,8726.5,b
17454,8727.0,a
17455,8727.5,b
17456,8728.0,a
17457,8728.5,b
17458,8729.0,a
17459,8729.5,b
17460,8730.0,a
17461,8730.5,b
17462,8731.0,a
17463,8731.5,b
17464,8732.0,a
17465,8732.5,b
17466,8733.0,a
17467,8733.5,b
17468,8734.0,a
17469,8734.5,b
17470,8735.0,a
17471,8735.5,b
17472,8736.0,a
17473,8736.5,b
17474,8737.0,a
17475,8737.5,b
17476,8738.0,a
17477,8738.5,b
17478,8739.0,a
17479,8739.5,b
17480,8740.0,a
17481,8740.5,b
17482,8741.0,a
17483,8741.5,b
17484,8742.0,a
17485,8742.5,b
17486,8743.0,a
17487,8743.5,b
17488,8744.0,a
17489,8744.5,b
17490,8745.0,a
17491,8745.5,b
17492,8746.0,a
17493,8746.5,b
17494,8747.0,a
17495,8747.5,b
17496,8748.0,a
17497,8748.5,b
17498,8749.0,a
17499,8749.5,b
17500,8750.0,a
17501,8750.5,b
17502,8751.0,a
17503,8751.5,b
17504,8752.0,a
17505,8752.5,b
17506,8753.0,a
17507,8753.5,b
17508,8754.0,a
17509,8754.5,b
17510,8755.0,a
17511,8755.5,b
17512,8756.0,a
17513,8756.5,b
17514,8757.0,a
17515,8757.5,b
17516,8758.0,a
17517,8758.5,b
17518,8759.0,a
17519,8759.5,b
17520,8760.0,a
17521,8760.5,b
17522,8761.0,a
17523,8761.5,b
17524,8762.0,a
17525,8762.5,b
17526,8763.0,a
17527,8763.5,b
17528,8764.0,a
17529,8764.5,b
17530,8765.0,a
17531,8765.5,b
17532,8766.0,a
17533,8766.5,b
17534,8767.0,a
17535,8767.5,b
17536,8768.0,a
17537,8768.5,b
17538,8769.0,a
17539,8769.5,b
17540,8770.0,a
17541,8770.5,b
17542,8771.0,a
17543,8771.5,b
17544,8772.0,a
17545,8772.5,b
17546,8773.0,a
17547,8773.5,b
17548,8774.0,a
17549,8774.5,b
17550,8775.0,a
17551,8775.5,b
17552,8776.0,a
17553,8776.5,b
17554,8777.0,a
17555,8777.5,b
17556,8778.0,a
17557,8778.5,b
17558,8779.0,a
17559,8779.5,b
17560,8780.0,a
17561,8780.5,b
17562,8781.0,a
17563,8781.5,b
17564,8782.0,a
17565,8782.5,b
17566,8783.0,a
17567,8783.5,b
17568,8784.0,a
17569,8784.5,b
17570,8785.0,a
17571,8785.5,b
17572,8786.0,a
17573,8786.5,b
17574,8787.0,a
17575,8787.5,b
17576,8788.0,a
17577,8788.5,b
